"YearBuilt","YearRemodeled","Condition","FinSqFt","Bedroom","FullBath","HalfBath","LotSize","TotalValue","City"
1970,0,"Average",1176,3,2,1,0,77900,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,60500,"CHARLOTTESVILLE"
1970,0,"Average",740,2,1,0,0,57700,"CHARLOTTESVILLE"
1970,0,"Good",783,2,1,0,0,64500,"CHARLOTTESVILLE"
1957,0,"Average",1790,4,3,0,0,401900,"CHARLOTTESVILLE"
1966,0,"Average",1284,3,2,1,0,291000,"CHARLOTTESVILLE"
1960,0,"Good",1456,3,2,0,0,323000,"CHARLOTTESVILLE"
1965,0,"Average",1596,3,3,0,0,258200,"CHARLOTTESVILLE"
1966,0,"Average",1446,4,2,1,0,237800,"CHARLOTTESVILLE"
1965,0,"Average",3086,5,3,0,0,514600,"CHARLOTTESVILLE"
1965,0,"Average",2792,4,3,0,0,448500,"CHARLOTTESVILLE"
1967,0,"Average",2454,4,3,0,0,425500,"CHARLOTTESVILLE"
1952,0,"Average",896,2,1,0,0,211600,"CHARLOTTESVILLE"
1952,0,"Average",1272,2,1,0,0,234000,"CHARLOTTESVILLE"
1955,0,"Average",1478,3,1,1,0,305700,"CHARLOTTESVILLE"
1955,2006,"Good",864,2,1,0,1.433,219700,"CHARLOTTESVILLE"
1979,0,"Average",1230,3,1,1,0.177,163500,"CHARLOTTESVILLE"
1983,0,"Fair",925,2,1,0,0,78500,"CHARLOTTESVILLE"
1983,0,"Fair",684,2,1,0,0,78500,"CHARLOTTESVILLE"
1981,0,"Good",1589,3,1,2,0.098,255700,"CHARLOTTESVILLE"
1982,0,"Good",1312,3,1,2,0.109,231200,"CHARLOTTESVILLE"
1969,0,"Average",897,2,1,0,0,86900,"CHARLOTTESVILLE"
2009,0,"Excellent",1620,3,2,1,0.077,247800,"CHARLOTTESVILLE"
1983,0,"Good",1288,3,2,1,0,197300,"CHARLOTTESVILLE"
1985,0,"Good",1325,3,1,3,0,207000,"CHARLOTTESVILLE"
2000,0,"Good",2288,3,2,1,2.47,545800,"CHARLOTTESVILLE"
1965,0,"Fair",1052,2,1,0,1.03,156500,"CROZET"
1979,0,"Good",2223,3,3,1,11.903,767400,"CROZET"
2003,0,"Good",2384,3,3,0,4,403200,"CHARLOTTESVILLE"
1958,0,"Average",1055,3,1,0,0.26,150200,"CROZET"
1922,0,"Average",1482,3,2,0,0.34,172100,"CROZET"
1964,0,"Average",1170,3,1,1,0.497,213600,"CROZET"
1906,0,"Average",1672,3,2,0,0.5,216500,"CROZET"
1890,0,"Good",2404,3,2,0,0.53,379700,"CROZET"
1900,0,"Average",1069,2,1,0,0.47,190600,"CROZET"
1956,0,"Average",1156,3,1,0,0,203300,"CROZET"
1960,0,"Average",960,3,2,0,0.505,167700,"CROZET"
1958,0,"Average",1232,3,1,0,0,217500,"CROZET"
2004,0,"Good",1244,2,2,1,0.047,171900,"CROZET"
2005,0,"Good",1244,2,2,1,0.114,185400,"CROZET"
1950,0,"Average",1340,3,1,0,0.49,187700,"CROZET"
1988,0,"Good",1232,3,2,0,0.344,203900,"CROZET"
1977,0,"Average",1215,4,1,1,0.367,213500,"CROZET"
1984,0,"Good",1616,3,2,0,0.646,251200,"CROZET"
1997,0,"Good",2170,4,2,1,0.289,396300,"CROZET"
1997,0,"Good",2030,4,2,1,0.367,361300,"CROZET"
1997,0,"Good",1679,3,2,0,0.289,344100,"CROZET"
1997,0,"Good",1748,3,2,1,0.237,330500,"CROZET"
2000,0,"Good",2400,5,2,1,0.335,394600,"CROZET"
2003,0,"Good",2026,4,2,1,0.401,353300,"CROZET"
2002,0,"Good",1620,3,2,0,0.143,321300,"CROZET"
1949,0,"Average",1760,4,1,0,2.605,135500,"CROZET"
1975,0,"Average",960,3,1,0,0,139500,"CROZET"
1998,0,"Good",1506,3,2,0,12.1,414600,"CROZET"
1979,0,"Average",1776,3,2,0,0.95,388000,"CROZET"
1945,0,"Average",878,2,1,0,0.342,108500,"CROZET"
2011,0,"Good",2516,3,2,1,1,382200,"CROZET"
1960,0,"Fair",1080,4,2,0,1.26,117600,"CROZET"
1925,0,"Average",1397,3,1,0,4.69,154800,"CROZET"
1876,0,"Average",2091,4,1,1,0.523,265800,"CROZET"
1930,0,"Average",2342,4,3,1,5.309,353100,"CROZET"
1950,0,"Good",1911,4,2,0,0.27,211500,"CROZET"
1993,0,"Average",774,3,1,0,0,162500,"CROZET"
1960,0,"Average",1025,3,1,0,0,169500,"CROZET"
1972,0,"Average",1000,3,1,1,0,167900,"CROZET"
1970,0,"Average",1032,3,1,1,0,203500,"CROZET"
1971,0,"Average",1335,3,1,1,0,188900,"CROZET"
1974,0,"Average",1008,3,1,1,0.329,176600,"CROZET"
1993,0,"Average",2262,3,3,0,0.276,259600,"CROZET"
1993,0,"Average",1176,3,2,0,0.282,153100,"CROZET"
2005,0,"Good",2261,4,3,1,0.226,394900,"CROZET"
2004,0,"Good",2224,4,2,1,0.073,294300,"CROZET"
2004,0,"Good",1758,3,2,1,0.041,243500,"CROZET"
2006,0,"Good",1758,3,2,1,0.078,252800,"CROZET"
2006,0,"Good",1593,3,2,0,0.094,257500,"CROZET"
2003,0,"Good",2197,4,3,1,0.286,400400,"CROZET"
2006,0,"Good",2197,4,2,1,0.26,390300,"CROZET"
1923,0,"Average",952,2,1,0,1.42,121600,"SCOTTSVILLE"
1978,0,"Good",1957,3,2,0,4.002,255200,"SCOTTSVILLE"
1978,0,"Average",1492,3,1,1,2.352,172300,"SCOTTSVILLE"
2004,0,"Good",4532,4,5,1,73.572,824200,"SCOTTSVILLE"
2008,0,"Good",4424,3,4,1,106.256,824200,"SCOTTSVILLE"
1963,2004,"Average",2597,4,2,1,2.025,270900,"SCOTTSVILLE"
1792,2002,"Average",3405,4,3,1,11.712,578500,"SCOTTSVILLE"
1971,0,"Average",1030,3,1,0,3.554,136400,"SCOTTSVILLE"
2006,0,"Good",2332,5,3,1,0.266,421700,"CROZET"
2006,0,"Good",2681,4,2,1,0.259,449900,"CROZET"
2010,0,"Excellent",3480,4,3,1,0.524,704900,"CROZET"
2015,0,"Average",2946,4,3,0,0.087,511100,"CROZET"
2015,0,"Average",2841,3,3,1,0.124,546000,"CROZET"
2015,0,"Average",2560,5,4,0,0.127,536600,"CROZET"
2012,0,"Excellent",2302,3,3,1,0.164,576400,"CROZET"
2013,0,"Average",2662,4,4,0,0.142,698900,"CROZET"
2016,0,"Average",3489,5,4,0,0.252,673800,"CROZET"
2013,0,"Excellent",1240,2,2,1,0.027,257600,"CROZET"
2007,0,"Good",2300,3,2,1,0.123,365600,"CROZET"
2006,0,"Good",2258,3,2,1,0.197,516700,"CROZET"
2008,0,"Good",2930,4,3,1,0.217,600700,"CROZET"
2007,0,"Good",1800,3,2,1,0.068,297600,"CROZET"
2006,0,"Good",1760,3,2,1,0.054,289600,"CROZET"
2006,0,"Good",1921,3,2,1,0.082,315100,"CROZET"
2010,0,"Excellent",2224,4,3,1,0.466,515500,"CROZET"
2015,0,"Excellent",1644,4,3,1,0.1467,327100,"CROZET"
2013,0,"Excellent",1568,3,2,1,0.0498,286200,"CROZET"
2016,0,"Average",1395,3,2,1,0.0561,296000,"CROZET"
1961,0,"Average",2449,3,2,1,2.136,449000,"CROZET"
1993,0,"Good",2316,4,2,1,1.597,549300,"CROZET"
1987,0,"Good",2550,3,2,0,5.512,477900,"CHARLOTTESVILLE"
1970,0,"Average",2106,3,2,1,2.16,309600,"CHARLOTTESVILLE"
2015,0,"Average",2040,3,2,1,2.14,361700,"CHARLOTTESVILLE"
1974,0,"Average",1008,3,1,0,1.74,109900,"CROZET"
1984,0,"Good",1134,2,2,1,0,186500,"CHARLOTTESVILLE"
1985,0,"Good",1152,2,2,1,0,195400,"CHARLOTTESVILLE"
1982,0,"Average",2259,5,3,0,0,270200,"CHARLOTTESVILLE"
1965,0,"Average",1522,3,2,0,0,255000,"CHARLOTTESVILLE"
1960,0,"Average",1025,3,1,0,0,195100,"CHARLOTTESVILLE"
1959,0,"Average",1276,3,2,1,0,229800,"CHARLOTTESVILLE"
2007,0,"Good",1630,3,2,0,0,277100,"CHARLOTTESVILLE"
1970,0,"Average",1104,3,2,1,0,197300,"CHARLOTTESVILLE"
1959,0,"Average",1073,3,2,0,0,203200,"CHARLOTTESVILLE"
1958,0,"Average",1305,5,2,1,0,222500,"CHARLOTTESVILLE"
1959,0,"Average",1285,4,3,0,0,217600,"CHARLOTTESVILLE"
1962,0,"Average",1025,3,1,0,0,191000,"CHARLOTTESVILLE"
1980,0,"Average",1008,2,1,1,0.158,153600,"CHARLOTTESVILLE"
1980,0,"Average",1008,2,1,1,0.163,153600,"CHARLOTTESVILLE"
1980,0,"Average",1224,3,1,1,0.165,164900,"CHARLOTTESVILLE"
1981,0,"Average",1008,2,1,1,0.169,153600,"CHARLOTTESVILLE"
1982,0,"Average",979,2,2,0,0,109400,"CHARLOTTESVILLE"
1986,0,"Average",979,2,2,0,0,114900,"CHARLOTTESVILLE"
1986,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1985,0,"Average",1120,2,2,0,0,117100,"CHARLOTTESVILLE"
1985,0,"Average",973,2,2,0,0,109000,"CHARLOTTESVILLE"
1985,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1983,0,"Average",979,2,2,0,0,109900,"CHARLOTTESVILLE"
1984,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1984,0,"Average",979,2,2,0,0,114900,"CHARLOTTESVILLE"
1984,0,"Average",1120,2,2,0,0,117600,"CHARLOTTESVILLE"
1983,0,"Average",749,1,1,0,0,83400,"CHARLOTTESVILLE"
1983,0,"Average",749,1,1,0,0,97000,"CHARLOTTESVILLE"
1987,0,"Average",749,1,1,0,0,97000,"CHARLOTTESVILLE"
1999,0,"Good",1680,3,2,1,0.196,312000,"CROZET"
2004,0,"Good",2144,4,2,1,0.269,353200,"CROZET"
1997,0,"Good",2859,4,3,1,0.633,463800,"CROZET"
1999,0,"Good",2552,3,3,2,0.157,439900,"CROZET"
2004,0,"Good",2037,3,2,2,0.132,342600,"CROZET"
2002,0,"Good",2838,4,2,1,0.258,446200,"CROZET"
2002,0,"Good",2162,4,2,1,0.23,363000,"CROZET"
2003,0,"Good",2515,3,3,1,0.384,478300,"CROZET"
2003,0,"Good",2318,4,2,1,0.375,374600,"CHARLOTTESVILLE"
2004,0,"Good",1616,3,2,1,0.05,222900,"CHARLOTTESVILLE"
2013,0,"Excellent",1152,2,2,1,0.023,217700,"CHARLOTTESVILLE"
2011,0,"Excellent",1440,3,2,1,0.038,248800,"CHARLOTTESVILLE"
2010,0,"Average",3568,4,4,1,0.77,808200,"CHARLOTTESVILLE"
2004,0,"Good",4152,5,4,1,0.924,812000,"CHARLOTTESVILLE"
2008,0,"Good",2814,5,3,1,0.219,417900,"CROZET"
2008,0,"Good",1789,3,2,0,0.167,295400,"CROZET"
2007,0,"Good",2750,4,3,1,0.26,434400,"CROZET"
2006,0,"Good",1224,2,2,1,0.035,165300,"CROZET"
2013,0,"Excellent",2384,4,3,0,0.178,432400,"CROZET"
2012,0,"Excellent",3080,4,3,2,0.181,477800,"CROZET"
2007,0,"Good",1572,3,2,1,0.039,275000,"CHARLOTTESVILLE"
2007,0,"Excellent",2760,4,3,1,0.133,426000,"CHARLOTTESVILLE"
2013,0,"Excellent",2528,4,3,1,0.16,419900,"CHARLOTTESVILLE"
2013,0,"Excellent",2112,4,3,1,0.142,391700,"CHARLOTTESVILLE"
2012,0,"Excellent",1490,2,2,1,0.031,320900,"CHARLOTTESVILLE"
2012,0,"Excellent",1792,3,2,1,0.037,356800,"CHARLOTTESVILLE"
2008,0,"Good",1772,3,2,1,0.04,342500,"CHARLOTTESVILLE"
2012,0,"Excellent",1280,3,2,1,0.037,251900,"CHARLOTTESVILLE"
2012,0,"Excellent",1454,3,2,1,0.037,273500,"CHARLOTTESVILLE"
2014,0,"Excellent",3490,4,3,1,0.468,568600,"CROZET"
2015,0,"Excellent",2124,4,3,0,0.459,523800,"CROZET"
1969,0,"Average",3161,3,2,1,3.23,496600,"CHARLOTTESVILLE"
1966,0,"Average",1682,2,3,0,1.03,346800,"CHARLOTTESVILLE"
1984,0,"Average",1626,2,2,1,0,236800,"CHARLOTTESVILLE"
1979,0,"Average",1320,3,2,0,0,241800,"CHARLOTTESVILLE"
1979,0,"Average",1626,2,2,1,0,225000,"CHARLOTTESVILLE"
1979,0,"Average",1320,2,2,0,0,242400,"CHARLOTTESVILLE"
1979,0,"Average",1320,2,2,0,0,203900,"CHARLOTTESVILLE"
1991,0,"Average",1547,2,2,0,0,385100,"CHARLOTTESVILLE"
1991,0,"Average",1590,2,2,0,0,421600,"CHARLOTTESVILLE"
1991,0,"Average",2250,2,2,0,0,605400,"CHARLOTTESVILLE"
1994,0,"Average",1783,2,2,0,0,522300,"CHARLOTTESVILLE"
1973,2000,"Average",4257,4,5,1,2.147,1003800,"CHARLOTTESVILLE"
1966,0,"Average",2210,4,3,1,1.64,628000,"CHARLOTTESVILLE"
1976,0,"Average",1817,4,2,1,1.55,588000,"CHARLOTTESVILLE"
2003,0,"Average",3699,3,3,1,2.986,886900,"CHARLOTTESVILLE"
1963,0,"Fair",1908,4,4,1,2.34,678900,"CHARLOTTESVILLE"
1971,0,"Average",2094,4,3,0,0,296500,"CHARLOTTESVILLE"
1969,0,"Good",2146,4,2,0,0.33,401900,"CHARLOTTESVILLE"
1972,0,"Fair",2240,4,2,1,0.308,296100,"CHARLOTTESVILLE"
1974,0,"Average",2156,4,3,1,0.268,353400,"CHARLOTTESVILLE"
2011,0,"Good",6007,5,4,2,2.302,3243400,"CHARLOTTESVILLE"
1980,0,"Average",5138,4,4,2,2.492,1694600,"CHARLOTTESVILLE"
1968,0,"Average",1386,4,2,1,0,206400,"CHARLOTTESVILLE"
1968,0,"Average",1386,3,2,2,0,197100,"CHARLOTTESVILLE"
1969,0,"Average",1386,4,3,1,0,200200,"CHARLOTTESVILLE"
2011,0,"Excellent",1804,2,3,1,0.058,394500,"CHARLOTTESVILLE"
2013,0,"Excellent",2572,4,4,0,0.155,889200,"CHARLOTTESVILLE"
2015,0,"Excellent",2594,4,4,0,0.152,825100,"CHARLOTTESVILLE"
2013,0,"Excellent",1869,3,3,0,0.149,742400,"CHARLOTTESVILLE"
2013,0,"Excellent",2363,4,4,0,0.149,811900,"CHARLOTTESVILLE"
1956,0,"Average",1848,4,2,0,0.4829,237500,"CHARLOTTESVILLE"
1890,0,"Average",1355,2,1,1,1.48,277300,"CHARLOTTESVILLE"
1967,0,"Fair",1663,3,3,0,0.62,260700,"CROZET"
1964,0,"Good",1323,3,1,1,0.65,262800,"CROZET"
1965,0,"Good",1599,4,1,1,0.93,285600,"CROZET"
1966,0,"Good",2192,4,3,0,0.6,336700,"CROZET"
1973,0,"Average",1080,3,2,0,0.74,201100,"CROZET"
1973,0,"Average",1073,3,1,1,0.306,191600,"CROZET"
1972,0,"Average",1053,3,1,0,0.303,186200,"CROZET"
1988,0,"Good",1074,3,2,1,0.385,263000,"CROZET"
1997,0,"Good",2284,4,2,1,0.447,397900,"CROZET"
1997,0,"Good",2696,4,2,1,0.594,439300,"CROZET"
1999,0,"Good",2012,3,2,1,0.277,397100,"CROZET"
1999,0,"Good",2177,3,2,0,0.157,384400,"CROZET"
2004,0,"Good",2037,3,2,2,0.126,328800,"CROZET"
2001,0,"Good",2161,3,2,0,0.174,375900,"CROZET"
2001,0,"Good",2577,3,2,0,0.157,416200,"CROZET"
2004,0,"Good",2808,5,2,1,0.23,479300,"CROZET"
2006,0,"Good",2535,4,2,1,0.349,453700,"CROZET"
2003,0,"Good",2808,5,3,1,0.365,500500,"CROZET"
2008,0,"Excellent",2365,4,3,1,0.206,470400,"CROZET"
2004,0,"Good",1915,4,2,1,0.278,337200,"CHARLOTTESVILLE"
2004,0,"Good",1616,3,2,1,0.047,222900,"CHARLOTTESVILLE"
2004,0,"Good",1188,2,2,1,0.025,184700,"CHARLOTTESVILLE"
2011,0,"Good",2424,4,3,1,0.116,385100,"CHARLOTTESVILLE"
2005,0,"Good",3414,4,4,1,1.078,843300,"CHARLOTTESVILLE"
2007,0,"Good",2056,3,2,1,0.17,318900,"CROZET"
2007,0,"Good",1760,3,2,0,0.168,290700,"CROZET"
2007,0,"Good",1898,3,2,1,0.14,280200,"CROZET"
2007,0,"Good",1778,3,2,1,0.122,316000,"CROZET"
2008,0,"Good",1572,3,3,0,0.041,282900,"CHARLOTTESVILLE"
2013,0,"Excellent",1280,3,2,1,0.074,275300,"CHARLOTTESVILLE"
2007,0,"Excellent",2042,3,2,1,0.129,369000,"CHARLOTTESVILLE"
2008,0,"Good",1490,3,3,1,0.039,290900,"CHARLOTTESVILLE"
2014,0,"Excellent",3317,4,3,1,0.459,687900,"CROZET"
2013,0,"Average",2868,4,4,1,0.126,611600,"CROZET"
2015,0,"Excellent",2998,4,3,1,0.175,544100,"CROZET"
2014,0,"Average",2736,4,3,0,0,604200,"CROZET"
2015,0,"Average",3123,3,3,1,0.386,677800,"CROZET"
2011,0,"Good",1592,4,3,1,0.047,362300,"CROZET"
2006,0,"Good",2544,4,3,1,0.119,404000,"CROZET"
2006,0,"Good",2516,5,3,1,0.192,537300,"CROZET"
2014,0,"Average",3010,4,4,1,0.223,519700,"CROZET"
2006,0,"Good",1440,2,2,1,0.043,268000,"CROZET"
2006,0,"Good",1921,3,2,1,0.081,305500,"CROZET"
2009,0,"Excellent",3364,4,4,1,0.819,731300,"CROZET"
2010,0,"Excellent",3513,5,4,1,0.473,728300,"CROZET"
2016,0,"Average",3566,5,4,1,0.57,770400,"CROZET"
2013,0,"Average",2697,3,2,1,0.504,628300,"CROZET"
2015,0,"Average",3398,4,3,2,0.4592,677300,"CROZET"
2010,0,"Excellent",1742,3,2,1,0.125,289300,"CROZET"
2013,0,"Excellent",2472,4,2,1,0.125,517400,"CROZET"
2013,0,"Excellent",2878,5,4,1,0.127,632800,"CROZET"
2014,0,"Average",2904,4,4,1,0.113,561300,"CROZET"
2013,0,"Average",2716,4,3,0,0.1521,532500,"CROZET"
1992,0,"Good",2161,3,3,1,1.229,483900,"CROZET"
1999,0,"Good",2280,4,2,1,3.07,421500,"CROZET"
1973,0,"Average",1410,3,2,0,2.006,282400,"CHARLOTTESVILLE"
1987,0,"Good",2040,4,3,1,4,443100,"CHARLOTTESVILLE"
2001,0,"Good",2936,4,2,1,1.038,444800,"CHARLOTTESVILLE"
1940,0,"Average",1260,3,2,0,0.39,146600,"CROZET"
1932,1984,"Average",936,2,1,0,1.17,163400,"CHARLOTTESVILLE"
2004,0,"Good",3071,3,2,1,2.56,554200,"CHARLOTTESVILLE"
2002,0,"Good",2862,5,3,1,2,607600,"CHARLOTTESVILLE"
1850,1972,"Average",5479,7,4,2,52.31,1365300,"CHARLOTTESVILLE"
1981,2008,"Good",2066,2,3,1,12.456,747700,"CHARLOTTESVILLE"
1983,0,"Average",1947,3,3,0,2.112,351400,"CHARLOTTESVILLE"
1979,0,"Average",1300,3,2,0,2.117,312000,"CHARLOTTESVILLE"
1980,0,"Good",1680,4,3,0,2.748,377900,"CHARLOTTESVILLE"
1987,0,"Average",1872,3,2,1,2,339100,"CHARLOTTESVILLE"
1993,0,"Good",1674,3,2,1,0.163,239100,"CHARLOTTESVILLE"
1992,0,"Good",1223,2,2,0,0.163,204100,"CHARLOTTESVILLE"
1996,0,"Good",2031,2,2,1,0.47,359700,"CHARLOTTESVILLE"
1994,0,"Good",1823,3,2,0,0.198,248800,"CHARLOTTESVILLE"
1997,0,"Good",1699,3,2,0,0.265,236100,"CHARLOTTESVILLE"
1996,0,"Good",1208,3,2,0,0.175,222600,"CHARLOTTESVILLE"
1996,0,"Good",1244,2,2,0,0.178,214100,"CHARLOTTESVILLE"
2012,0,"Excellent",1765,3,2,0,0.153,331800,"CHARLOTTESVILLE"
2004,0,"Good",1968,3,3,1,0.262,333900,"CHARLOTTESVILLE"
2006,0,"Good",1662,3,3,1,0.172,328000,"CHARLOTTESVILLE"
2005,0,"Good",2048,4,2,1,0.304,319500,"CHARLOTTESVILLE"
1968,0,"Average",1232,2,1,1,0.795,254000,"CHARLOTTESVILLE"
1969,0,"Average",1500,3,1,1,4.53,395500,"CHARLOTTESVILLE"
1957,0,"Average",1953,3,2,0,2.21,412900,"CHARLOTTESVILLE"
1978,0,"Average",1161,5,2,0,3.027,376900,"CHARLOTTESVILLE"
1979,0,"Average",2638,4,3,0,3.346,493800,"CHARLOTTESVILLE"
1945,1991,"Average",1376,3,2,0,2.49,293700,"CHARLOTTESVILLE"
2015,0,"Average",2216,3,3,1,1.35,636900,"CHARLOTTESVILLE"
1954,0,"Average",2890,3,3,1,4.07,467600,"CHARLOTTESVILLE"
1923,0,"Good",2209,3,2,1,0.6,271900,"CROZET"
1989,0,"Average",800,2,1,0,0,166900,"CROZET"
1997,0,"Good",1744,4,3,2,0.521,307100,"CROZET"
1900,0,"Average",1280,2,1,0,8.08,825000,"CROZET"
1900,1960,"Average",3008,4,2,0,2,520500,"CROZET"
1907,0,"Average",1280,3,2,0,0.335,176000,"CROZET"
1900,0,"Average",1116,3,1,0,0.92,147800,"CROZET"
1952,0,"Average",1434,2,1,0,1.05,181000,"CROZET"
1948,0,"Average",833,2,1,0,0.57,139500,"CROZET"
1966,0,"Average",1355,4,2,0,0,188500,"CROZET"
2004,0,"Good",2324,4,2,1,0.2,314300,"CROZET"
2003,0,"Good",2356,4,3,1,0.203,319500,"CROZET"
2003,0,"Good",2596,3,2,1,0.188,328100,"CROZET"
2004,0,"Good",1632,3,2,1,0.141,220200,"CROZET"
1961,0,"Average",1232,3,2,0,0.9,283900,"CROZET"
1972,0,"Good",2289,4,2,0,0.8,344400,"CROZET"
1964,0,"Good",1408,4,2,1,0.64,287400,"CROZET"
1990,0,"Good",1188,3,2,0,0.388,175900,"CROZET"
1950,0,"Poor",1259,3,1,0,0.41,115600,"CROZET"
1990,0,"Good",1946,2,3,0,0.36,262300,"CROZET"
1978,0,"Good",1261,3,2,0,0.346,226900,"CROZET"
1989,0,"Average",1540,3,2,1,0.459,246800,"CROZET"
1974,0,"Average",1308,3,1,1,0.326,213800,"CROZET"
2001,0,"Good",2299,3,2,1,0.274,370200,"CROZET"
2001,0,"Good",1836,3,2,1,0.237,361000,"CROZET"
2000,0,"Good",1865,3,2,1,0.239,350100,"CROZET"
1999,0,"Good",1671,3,2,0,0.367,346000,"CROZET"
2001,0,"Good",2847,3,3,2,0.177,448600,"CROZET"
2001,0,"Good",2577,3,2,5,0.174,422200,"CROZET"
1997,0,"Good",2618,3,3,1,3.89,722000,"CHARLOTTESVILLE"
1974,0,"Average",1556,3,2,0,0.77,134700,"CHARLOTTESVILLE"
2008,0,"Average",1344,3,2,0,1.947,217400,"CHARLOTTESVILLE"
2005,0,"Average",1720,3,3,0,2,266400,"CHARLOTTESVILLE"
1955,0,"Average",1326,2,1,1,1.574,229000,"CHARLOTTESVILLE"
1996,0,"Good",1928,3,2,1,9.393,495600,"CHARLOTTESVILLE"
1977,0,"Good",2910,6,3,1,7.67,1089100,"CHARLOTTESVILLE"
1998,0,"Good",3595,4,3,1,25.12,1260400,"CHARLOTTESVILLE"
1990,0,"Good",3882,6,5,1,2.009,698300,"CHARLOTTESVILLE"
1999,0,"Good",1496,3,2,0,2.31,304100,"CHARLOTTESVILLE"
1978,0,"Average",1248,4,2,1,2.436,313600,"CHARLOTTESVILLE"
2004,0,"Good",2240,4,3,2,0.314,485400,"CHARLOTTESVILLE"
1993,0,"Good",2308,3,2,1,0.192,312000,"CHARLOTTESVILLE"
1992,0,"Good",1186,2,2,0,0.249,220400,"CHARLOTTESVILLE"
1992,0,"Good",1188,3,2,0,0.217,225100,"CHARLOTTESVILLE"
1995,0,"Good",1656,4,2,0,0.167,230700,"CHARLOTTESVILLE"
1995,0,"Good",1662,4,2,0,0.179,243000,"CHARLOTTESVILLE"
1995,0,"Good",2147,3,2,0,0.202,286700,"CHARLOTTESVILLE"
1994,0,"Good",1893,2,2,1,0.151,255100,"CHARLOTTESVILLE"
1998,0,"Good",1330,2,2,0,0.174,230500,"CHARLOTTESVILLE"
2005,0,"Good",1866,3,3,1,0.168,355900,"CHARLOTTESVILLE"
1999,0,"Average",2614,4,3,0,4.14,564300,"CHARLOTTESVILLE"
1996,0,"Average",2697,3,3,0,3.718,546100,"CHARLOTTESVILLE"
1956,0,"Average",1560,4,3,0,3.653,376700,"CHARLOTTESVILLE"
1969,0,"Average",1792,4,3,0,1.48,366200,"CHARLOTTESVILLE"
1978,0,"Average",1931,4,4,0,1.274,392000,"CHARLOTTESVILLE"
1970,0,"Good",1250,4,2,0,5.815,484100,"CHARLOTTESVILLE"
1969,0,"Average",1118,4,2,0,0.409,266700,"CHARLOTTESVILLE"
1977,0,"Average",1152,4,3,0,0.4404,310600,"CHARLOTTESVILLE"
1979,0,"Average",1536,4,2,1,0.2656,303000,"CHARLOTTESVILLE"
1980,0,"Average",1128,3,2,0,0.126,261900,"CHARLOTTESVILLE"
1984,0,"Average",1260,3,1,1,0.142,247100,"CHARLOTTESVILLE"
1984,0,"Average",1560,3,2,2,0.202,286800,"CHARLOTTESVILLE"
1983,0,"Average",1248,3,2,1,0.2406,276300,"CHARLOTTESVILLE"
1998,0,"Average",1560,3,2,1,0.0981,214300,"CHARLOTTESVILLE"
2015,0,"Excellent",1672,3,3,1,0.05,472100,"CHARLOTTESVILLE"
2015,0,"Excellent",1672,3,3,1,0.072,470700,"CHARLOTTESVILLE"
1976,0,"Average",1185,2,2,0,0,162200,"CHARLOTTESVILLE"
1974,0,"Average",1460,3,2,1,0,183200,"CHARLOTTESVILLE"
1975,0,"Average",1238,2,2,0,0,161700,"CHARLOTTESVILLE"
1975,0,"Average",1459,3,2,1,0,178400,"CHARLOTTESVILLE"
1991,0,"Average",1104,4,4,0,0,180400,"CHARLOTTESVILLE"
1990,0,"Average",1104,3,3,0,0,178300,"CHARLOTTESVILLE"
1992,0,"Average",1280,3,2,0,0,165100,"CHARLOTTESVILLE"
1981,0,"Average",1230,3,1,1,0,174900,"CHARLOTTESVILLE"
1981,0,"Average",1246,3,1,1,0,193200,"CHARLOTTESVILLE"
1985,0,"Average",1320,3,1,2,0,187600,"CHARLOTTESVILLE"
1985,0,"Average",1323,3,1,2,0,193000,"CHARLOTTESVILLE"
1986,0,"Good",1152,2,2,1,0,189900,"CHARLOTTESVILLE"
2002,0,"Good",1073,3,2,1,0,159400,"CHARLOTTESVILLE"
2002,0,"Good",1069,3,2,1,0,159100,"CHARLOTTESVILLE"
2002,0,"Good",1061,3,2,1,0,158600,"CHARLOTTESVILLE"
2002,0,"Good",1046,3,2,1,0,163600,"CHARLOTTESVILLE"
1962,0,"Average",1784,4,3,0,0,329400,"CHARLOTTESVILLE"
1965,0,"Average",1450,5,3,0,0,354000,"CHARLOTTESVILLE"
1969,0,"Average",1344,3,2,0,0,184200,"CHARLOTTESVILLE"
1985,0,"Average",1536,3,2,1,0.194,247400,"CHARLOTTESVILLE"
1969,0,"Fair",938,3,2,0,0,86300,"CHARLOTTESVILLE"
1969,0,"Fair",947,2,1,1,0,88200,"CHARLOTTESVILLE"
2004,0,"Good",2037,3,3,0,0.145,329600,"CROZET"
2002,0,"Good",2170,4,2,1,0.248,428000,"CROZET"
2001,0,"Good",3173,5,3,1,1.029,435700,"CROZET"
2001,0,"Good",2919,5,3,1,0.312,528000,"CROZET"
2001,0,"Good",2254,4,2,1,0.252,392600,"CROZET"
2000,0,"Good",2300,5,4,0,0.393,480200,"CHARLOTTESVILLE"
1998,0,"Average",2447,4,2,1,0.313,407800,"CHARLOTTESVILLE"
